order_id,customer_id,product_id,quantity,unit_price,order_date,region
ORD-0004647,CUST-00288,PROD-025,18,975.3,2025-05-28,Zaragoza
ORD-0004648,CUST-00363,PROD-033,9,509.14,2024-02-11,Sevilla
ORD-0004649,CUST-00576,PROD-048,12,656.63,2024-04-13,Zaragoza
ORD-0004650,CUST-00646,PROD-011,16,219.75,2025-05-02,Zaragoza
ORD-0004651,CUST-00850,PROD-020,11,244.13,2025-11-26,Madrid
ORD-0004652,CUST-00882,PROD-043,16,368.09,2025-08-01,Alicante
ORD-0004653,CUST-00005,PROD-033,8,163.27,2024-08-18,Zaragoza
ORD-0004654,CUST-00790,PROD-040,7,658.6,2026-02-22,Sevilla
ORD-0004655,CUST-00308,PROD-016,20,692.05,2025-05-31,Murcia
ORD-0004656,CUST-00033,PROD-023,10,322.53,2023-02-18,Madrid
ORD-0004657,CUST-00370,PROD-047,20,178.99,2023-03-07,Sevilla
ORD-0004658,CUST-00411,PROD-030,1,55.88,2023-12-05,Bilbao
ORD-0004659,CUST-00288,PROD-012,19,50.45,2024-02-06,Alicante
ORD-0004660,CUST-00458,PROD-015,5,845.31,2025-09-30,Málaga
ORD-0004661,CUST-00277,PROD-041,1,245.48,2024-12-08,Madrid
ORD-0004662,CUST-00065,PROD-027,11,561.29,2023-10-10,Málaga
ORD-0004663,CUST-00113,PROD-023,5,690.68,2023-03-20,Madrid
ORD-0004664,CUST-00308,PROD-022,6,959.61,2023-02-17,Barcelona
ORD-0004665,CUST-00320,PROD-014,8,885.29,2024-12-04,Valencia
ORD-0004666,CUST-00931,PROD-030,8,825.23,2024-06-26,Alicante
ORD-0004667,CUST-00636,PROD-049,7,83.28,2024-11-08,Barcelona
ORD-0004668,CUST-00115,PROD-010,12,578.22,2024-05-04,Sevilla
ORD-0004669,CUST-00890,PROD-011,12,188.73,2025-04-01,Alicante
ORD-0004670,CUST-00837,PROD-017,18,436.96,2023-11-02,Zaragoza
ORD-0004671,CUST-00928,PROD-012,4,693.43,2024-12-05,Murcia
ORD-0004672,CUST-00373,PROD-032,17,196.47,2024-04-02,Málaga
ORD-0004673,CUST-00357,PROD-019,3,263.24,2024-12-01,Zaragoza
ORD-0004674,CUST-00042,PROD-039,19,235.99,2023-06-15,Barcelona
ORD-0004675,CUST-00081,PROD-031,12,829.65,2024-09-15,Málaga
ORD-0004676,CUST-00774,PROD-044,15,700.04,2024-03-26,Zaragoza
ORD-0004677,CUST-00139,PROD-031,18,845.97,2024-01-17,Zaragoza
ORD-0004678,CUST-00467,PROD-013,15,253.93,2024-05-21,Barcelona
ORD-0004679,CUST-00864,PROD-009,11,831.29,2023-06-27,Málaga
ORD-0004680,CUST-00987,PROD-028,14,261.04,2023-12-08,Barcelona
ORD-0004681,CUST-00178,PROD-049,1,516.12,2025-05-18,Murcia
ORD-0004682,CUST-00122,PROD-033,13,163.98,2025-06-24,Madrid
ORD-0004683,CUST-00435,PROD-037,3,605.48,2024-04-24,Zaragoza
ORD-0004684,CUST-00247,PROD-002,20,599.72,2024-04-26,Barcelona
ORD-0004685,CUST-00447,PROD-048,2,314.21,2025-10-08,Madrid
ORD-0004686,CUST-00730,PROD-022,5,918.09,2026-01-10,Valencia
ORD-0004687,CUST-00937,PROD-044,15,231.42,2025-05-07,Barcelona
ORD-0004688,CUST-00971,PROD-012,9,782.73,2024-03-16,Murcia
ORD-0004689,CUST-00942,PROD-036,2,312.03,2025-12-22,Málaga
ORD-0004690,CUST-00871,PROD-006,5,61.9,2024-08-20,Málaga
ORD-0004691,CUST-00623,PROD-016,10,369.43,2025-03-31,Valencia
ORD-0004692,CUST-00567,PROD-012,4,250.08,2024-05-01,Valencia
ORD-0004693,CUST-00483,PROD-024,15,381.7,2025-01-29,Valencia
ORD-0004694,CUST-00621,PROD-040,4,719.74,2023-05-11,Sevilla
ORD-0004695,CUST-00605,PROD-002,9,198.11,2024-08-07,Barcelona
ORD-0004696,CUST-00534,PROD-046,10,252.49,2024-02-20,Málaga
ORD-0004697,CUST-00231,PROD-006,6,666.14,2023-03-20,Alicante
ORD-0004698,CUST-00496,PROD-008,11,20.72,2023-08-08,Valencia
ORD-0004699,CUST-00700,PROD-038,15,606.93,2023-08-23,Zaragoza
ORD-0004700,CUST-00925,PROD-022,15,217.56,2023-05-12,Valencia
ORD-0004701,CUST-00522,PROD-008,5,686.87,2025-05-25,Barcelona
ORD-0004702,CUST-00762,PROD-004,16,232.44,2025-10-28,Valencia
ORD-0004703,CUST-00161,PROD-007,8,400.08,2026-01-31,Barcelona
ORD-0004704,CUST-00806,PROD-021,7,680.99,2025-06-25,Zaragoza
ORD-0004705,CUST-00797,PROD-031,1,362.19,2023-08-22,Murcia
ORD-0004706,CUST-00699,PROD-029,1,444.86,2025-09-25,Sevilla
ORD-0004707,CUST-00355,PROD-039,12,864.06,2023-06-15,Madrid
ORD-0004708,CUST-00261,PROD-018,2,15.3,2024-10-12,Valencia
ORD-0004709,CUST-00007,PROD-009,17,247.81,2025-02-11,Alicante
ORD-0004710,CUST-00569,PROD-040,7,746.04,2023-03-12,Sevilla
ORD-0004711,CUST-00654,PROD-023,6,596.47,2023-04-24,Murcia
ORD-0004712,CUST-00410,PROD-029,2,241.55,2025-03-23,Madrid
ORD-0004713,CUST-00279,PROD-001,9,411.04,2024-02-26,Alicante
ORD-0004714,CUST-00696,PROD-023,3,538.78,2024-09-01,Valencia
ORD-0004715,CUST-00246,PROD-028,17,100.78,2026-01-14,Barcelona
ORD-0004716,CUST-00910,PROD-016,5,449.17,2026-01-30,Barcelona
ORD-0004717,CUST-00050,PROD-049,4,247.46,2024-10-04,Sevilla
ORD-0004718,CUST-00385,PROD-004,18,313.95,2023-07-25,Valencia
ORD-0004719,CUST-00003,PROD-007,18,659.24,2024-04-26,Valencia
ORD-0004720,CUST-00371,PROD-016,2,772.09,2023-12-22,Bilbao
ORD-0004721,CUST-00702,PROD-047,13,525.35,2023-06-07,Zaragoza
ORD-0004722,CUST-00228,PROD-027,8,539.78,2023-01-19,Barcelona
ORD-0004723,CUST-00665,PROD-045,8,739.58,2025-09-07,Madrid
ORD-0004724,CUST-00478,PROD-048,19,707.89,2025-11-11,Alicante
ORD-0004725,CUST-00439,PROD-031,2,47.53,2024-01-13,Málaga
ORD-0004726,CUST-00133,PROD-006,4,781.63,2024-06-10,Alicante
ORD-0004727,CUST-00936,PROD-001,4,436.53,2025-07-24,Sevilla
ORD-0004728,CUST-00575,PROD-024,18,838.75,2023-02-26,Málaga
ORD-0004729,CUST-00107,PROD-012,15,11.39,2024-03-19,Málaga
ORD-0004730,CUST-00083,PROD-049,19,754.7,2023-08-14,Sevilla
ORD-0004731,CUST-00818,PROD-042,12,263.24,2024-09-14,Málaga
ORD-0004732,CUST-00431,PROD-039,5,618.74,2025-08-25,Málaga
ORD-0004733,CUST-00347,PROD-025,20,190.13,2023-08-24,Zaragoza
ORD-0004734,CUST-00511,PROD-006,15,448.91,2024-04-28,Barcelona
ORD-0004735,CUST-00705,PROD-049,17,418.19,2025-10-23,Valencia
ORD-0004736,CUST-00867,PROD-028,19,357.6,2024-05-07,Barcelona
ORD-0004737,CUST-00138,PROD-048,13,924.04,2025-04-02,Alicante
ORD-0004738,CUST-00557,PROD-015,12,366.64,2023-02-21,Bilbao
ORD-0004739,CUST-00470,PROD-007,18,846.83,2024-02-05,Murcia
ORD-0004740,CUST-00490,PROD-048,2,170.04,2024-08-09,Valencia
ORD-0004741,CUST-00223,PROD-044,13,961.6,2024-08-14,Sevilla
ORD-0004742,CUST-00305,PROD-026,6,496.76,2025-02-19,Bilbao
ORD-0004743,CUST-00745,PROD-014,10,951.66,2023-01-02,Barcelona
ORD-0004744,CUST-00074,PROD-030,4,685.77,2025-05-02,Valencia
ORD-0004745,CUST-00642,PROD-043,12,189.64,2023-07-29,Murcia
ORD-0004746,CUST-00233,PROD-008,18,738.43,2025-03-23,Bilbao
ORD-0004747,CUST-00909,PROD-027,16,32.08,2024-06-20,Sevilla
ORD-0004748,CUST-00398,PROD-021,18,977.06,2025-02-11,Zaragoza
ORD-0004749,CUST-00608,PROD-033,1,220.37,2025-09-16,Murcia
ORD-0004750,CUST-00573,PROD-050,1,33.16,2024-04-18,Murcia
ORD-0004751,CUST-00226,PROD-032,13,730.28,2024-04-11,Barcelona
ORD-0004752,CUST-00784,PROD-023,5,780.56,2024-01-06,Barcelona
ORD-0004753,CUST-00678,PROD-042,16,935.36,2023-12-10,Zaragoza
ORD-0004754,CUST-00338,PROD-039,9,69.09,2024-04-01,Sevilla
ORD-0004755,CUST-00052,PROD-025,19,98.72,2023-10-25,Murcia
ORD-0004756,CUST-00463,PROD-011,17,161.09,2023-09-20,Alicante
ORD-0004757,CUST-00128,PROD-034,1,92.07,2024-01-30,Barcelona
ORD-0004758,CUST-00458,PROD-045,2,848.73,2025-03-31,Alicante
ORD-0004759,CUST-00343,PROD-044,17,614.75,2025-07-06,Murcia
ORD-0004760,CUST-00672,PROD-017,10,583.72,2025-09-04,Alicante
ORD-0004761,CUST-00640,PROD-039,11,165.42,2023-04-27,Valencia
ORD-0004762,CUST-00110,PROD-032,4,282.76,2023-09-12,Zaragoza
ORD-0004763,CUST-00810,PROD-022,12,519.19,2025-05-05,Barcelona
ORD-0004764,CUST-00567,PROD-040,4,994.92,2025-12-30,Madrid
ORD-0004765,CUST-00444,PROD-005,7,633.68,2025-10-05,Málaga
ORD-0004766,CUST-00417,PROD-016,14,204.11,2023-07-13,Barcelona
ORD-0004767,CUST-00173,PROD-039,12,833.63,2025-08-02,Alicante
ORD-0004768,CUST-00838,PROD-012,4,421.46,2025-04-28,Sevilla
ORD-0004769,CUST-00624,PROD-027,16,914.28,2024-03-22,Murcia
ORD-0004770,CUST-00073,PROD-006,7,527.92,2026-03-21,Madrid
ORD-0004771,CUST-00402,PROD-034,2,118.26,2023-12-08,Bilbao
ORD-0004772,CUST-00659,PROD-001,3,428.88,2025-10-20,Alicante
ORD-0004773,CUST-00357,PROD-013,4,392.07,2023-12-18,Bilbao
ORD-0004774,CUST-00432,PROD-008,3,472.85,2024-05-10,Murcia
ORD-0004775,CUST-00338,PROD-018,2,313.92,2023-03-17,Madrid
ORD-0004776,CUST-00249,PROD-031,20,360.47,2023-12-01,Sevilla
ORD-0004777,CUST-00381,PROD-034,17,228.78,2024-11-12,Zaragoza
ORD-0004778,CUST-00926,PROD-016,4,157.38,2026-01-27,Sevilla
ORD-0004779,CUST-00751,PROD-014,5,911.21,2023-11-12,Málaga
ORD-0004780,CUST-00109,PROD-029,3,834.45,2024-07-11,Valencia
ORD-0004781,CUST-00331,PROD-036,9,832.9,2023-05-17,Zaragoza
ORD-0004782,CUST-00920,PROD-012,6,708.13,2023-08-06,Zaragoza
ORD-0004783,CUST-00831,PROD-003,18,398.19,2023-09-06,Sevilla
ORD-0004784,CUST-00367,PROD-017,7,724.7,2023-07-20,Murcia
ORD-0004785,CUST-00258,PROD-021,4,317.38,2024-04-23,Bilbao
ORD-0004786,CUST-00795,PROD-004,1,895.27,2024-05-11,Alicante
ORD-0004787,CUST-00613,PROD-026,11,776.29,2025-12-03,Madrid
ORD-0004788,CUST-00667,PROD-038,10,365.55,2025-05-27,Murcia
ORD-0004789,CUST-00476,PROD-009,2,564.59,2024-07-22,Valencia
ORD-0004790,CUST-00720,PROD-007,16,637.86,2025-08-01,Bilbao
ORD-0004791,CUST-00337,PROD-042,14,403.45,2023-07-10,Barcelona
ORD-0004792,CUST-00069,PROD-014,20,473.11,2024-03-17,Zaragoza
ORD-0004793,CUST-00464,PROD-002,5,125.42,2025-09-06,Bilbao
ORD-0004794,CUST-00724,PROD-019,6,309.1,2023-01-23,Valencia
ORD-0004795,CUST-00662,PROD-011,4,689.9,2024-07-07,Murcia
ORD-0004796,CUST-00901,PROD-047,2,414.73,2024-04-15,Bilbao
ORD-0004797,CUST-00190,PROD-047,14,316.1,2024-04-25,Madrid
ORD-0004798,CUST-00097,PROD-035,10,293.74,2023-07-24,Valencia
ORD-0004799,CUST-00304,PROD-049,9,159.52,2026-02-06,Madrid
ORD-0004800,CUST-00162,PROD-045,8,809.46,2024-07-26,Málaga
ORD-0004801,CUST-00008,PROD-045,15,414.29,2024-09-22,Barcelona
ORD-0004802,CUST-00121,PROD-043,14,659.08,2025-11-20,Málaga
ORD-0004803,CUST-00427,PROD-018,20,803.69,2023-01-17,Sevilla
ORD-0004804,CUST-00106,PROD-020,12,196.44,2025-10-10,Murcia
ORD-0004805,CUST-00635,PROD-046,7,470.12,2023-05-14,Málaga
ORD-0004806,CUST-00319,PROD-041,10,839.57,2023-10-02,Barcelona
ORD-0004807,CUST-00701,PROD-041,17,909.74,2023-04-25,Valencia
ORD-0004808,CUST-00395,PROD-005,1,644.78,2023-05-25,Málaga
ORD-0004809,CUST-00393,PROD-021,6,750.59,2024-07-01,Valencia
ORD-0004810,CUST-00037,PROD-041,8,482.88,2023-12-24,Zaragoza
ORD-0004811,CUST-00444,PROD-038,20,177.4,2025-05-17,Valencia
ORD-0004812,CUST-00584,PROD-023,8,539.57,2024-04-23,Barcelona
ORD-0004813,CUST-00583,PROD-017,3,626.98,2023-07-10,Murcia
ORD-0004814,CUST-00802,PROD-049,20,678.42,2024-01-28,Bilbao
ORD-0004815,CUST-00803,PROD-020,9,655.43,2023-09-17,Valencia
ORD-0004816,CUST-00302,PROD-001,14,674.97,2025-02-14,Murcia
ORD-0004817,CUST-00763,PROD-013,14,195.36,2024-07-07,Sevilla
ORD-0004818,CUST-00691,PROD-034,20,233.92,2026-01-08,Bilbao
ORD-0004819,CUST-00264,PROD-014,12,107.01,2025-08-25,Murcia
ORD-0004820,CUST-00391,PROD-028,2,510.19,2024-06-05,Málaga
ORD-0004821,CUST-00832,PROD-019,10,252.84,2023-12-26,Murcia
ORD-0004822,CUST-00181,PROD-025,18,333.12,2023-10-01,Madrid
ORD-0004823,CUST-00461,PROD-018,11,822.08,2024-02-23,Madrid
ORD-0004824,CUST-00592,PROD-023,18,635.43,2023-12-01,Murcia
ORD-0004825,CUST-00827,PROD-040,20,275.62,2025-02-03,Alicante
ORD-0004826,CUST-00864,PROD-041,8,571.47,2023-01-17,Zaragoza
ORD-0004827,CUST-00291,PROD-021,11,602.93,2024-03-05,Alicante
ORD-0004828,CUST-00415,PROD-022,9,460.61,2023-04-02,Murcia
ORD-0004829,CUST-00536,PROD-013,2,763.2,2023-01-10,Málaga
ORD-0004830,CUST-00281,PROD-009,17,949.78,2026-02-01,Bilbao
ORD-0004831,CUST-00957,PROD-018,20,646.82,2024-08-06,Zaragoza
ORD-0004832,CUST-00529,PROD-028,15,591.09,2025-05-30,Sevilla
ORD-0004833,CUST-00468,PROD-002,4,460.28,2025-04-16,Madrid
ORD-0004834,CUST-00894,PROD-028,3,847.04,2023-04-16,Alicante
ORD-0004835,CUST-00930,PROD-006,1,963.55,2023-06-15,Bilbao
ORD-0004836,CUST-00818,PROD-034,15,107.11,2024-06-17,Zaragoza
ORD-0004837,CUST-00492,PROD-023,14,729.25,2025-05-07,Madrid
ORD-0004838,CUST-00669,PROD-022,18,729.32,2023-06-06,Zaragoza
ORD-0004839,CUST-00967,PROD-002,13,493.93,2023-07-16,Sevilla
ORD-0004840,CUST-00268,PROD-037,7,287.66,2024-01-06,Bilbao
ORD-0004841,CUST-00993,PROD-024,19,519.53,2025-06-09,Madrid
ORD-0004842,CUST-00905,PROD-018,1,647.48,2024-10-25,Zaragoza
ORD-0004843,CUST-00419,PROD-046,16,346.44,2024-04-14,Madrid
ORD-0004844,CUST-00139,PROD-046,6,796.42,2024-06-25,Zaragoza
ORD-0004845,CUST-00074,PROD-031,19,171.98,2026-01-04,Málaga
ORD-0004846,CUST-00821,PROD-029,10,959.16,2023-09-12,Valencia
ORD-0004847,CUST-00339,PROD-004,18,327.1,2024-05-07,Alicante
ORD-0004848,CUST-00439,PROD-048,13,875.16,2023-12-20,Sevilla
ORD-0004849,CUST-00527,PROD-005,8,519.71,2025-04-22,Sevilla
ORD-0004850,CUST-00587,PROD-016,18,868.82,2025-04-13,Zaragoza
ORD-0004851,CUST-00201,PROD-021,12,224.63,2025-11-14,Barcelona
ORD-0004852,CUST-00023,PROD-050,5,442.07,2023-06-12,Zaragoza
ORD-0004853,CUST-00616,PROD-022,20,650.27,2023-06-22,Madrid
ORD-0004854,CUST-00778,PROD-019,12,151.69,2025-10-28,Alicante
ORD-0004855,CUST-00471,PROD-023,13,760.18,2025-12-09,Madrid
ORD-0004856,CUST-00913,PROD-014,11,417.87,2025-03-04,Madrid
ORD-0004857,CUST-00969,PROD-013,7,257.46,2025-05-15,Sevilla
ORD-0004858,CUST-00217,PROD-041,13,511.12,2024-06-12,Zaragoza
ORD-0004859,CUST-00766,PROD-048,8,109.43,2024-05-15,Barcelona
ORD-0004860,CUST-00691,PROD-010,8,373.93,2024-02-06,Zaragoza
ORD-0004861,CUST-00091,PROD-031,15,883.37,2023-04-08,Barcelona
ORD-0004862,CUST-00908,PROD-029,9,867.05,2024-09-09,Alicante
ORD-0004863,CUST-00473,PROD-028,14,890.73,2023-12-21,Zaragoza
ORD-0004864,CUST-00251,PROD-026,18,316.59,2025-06-29,Madrid
ORD-0004865,CUST-00522,PROD-040,20,490.94,2026-02-09,Alicante
ORD-0004866,CUST-00272,PROD-032,20,276.25,2025-02-05,Sevilla
ORD-0004867,CUST-00666,PROD-016,17,714.29,2024-08-07,Valencia
ORD-0004868,CUST-00602,PROD-023,15,751.15,2024-01-25,Sevilla
ORD-0004869,CUST-00900,PROD-002,16,392.34,2024-05-06,Zaragoza
ORD-0004870,CUST-00571,PROD-031,1,268.81,2024-07-30,Valencia
ORD-0004871,CUST-00024,PROD-031,15,357.91,2025-05-12,Sevilla
ORD-0004872,CUST-00612,PROD-029,7,301.55,2024-12-19,Barcelona
ORD-0004873,CUST-00325,PROD-049,7,653.48,2025-08-22,Bilbao
ORD-0004874,CUST-00061,PROD-040,2,645.13,2023-04-30,Madrid
ORD-0004875,CUST-00585,PROD-018,14,375.73,2023-03-10,Málaga
ORD-0004876,CUST-00744,PROD-033,8,746.13,2023-11-04,Sevilla
ORD-0004877,CUST-00352,PROD-016,11,656.41,2025-12-11,Zaragoza
ORD-0004878,CUST-00375,PROD-016,6,914.21,2024-12-01,Valencia
ORD-0004879,CUST-00965,PROD-027,2,633.14,2025-05-30,Madrid
ORD-0004880,CUST-00883,PROD-003,15,33.76,2024-06-16,Barcelona
ORD-0004881,CUST-00072,PROD-004,10,586.98,2024-05-17,Málaga
ORD-0004882,CUST-00845,PROD-027,3,602.0,2023-06-09,Murcia
ORD-0004883,CUST-00582,PROD-038,11,993.64,2025-03-28,Barcelona
ORD-0004884,CUST-00561,PROD-007,17,218.96,2024-10-13,Alicante
ORD-0004885,CUST-00807,PROD-018,14,81.12,2025-04-02,Sevilla
ORD-0004886,CUST-00482,PROD-029,3,513.17,2025-05-20,Zaragoza
ORD-0004887,CUST-00524,PROD-032,9,721.94,2023-01-01,Zaragoza
ORD-0004888,CUST-00410,PROD-043,18,886.0,2025-02-24,Madrid
ORD-0004889,CUST-00759,PROD-024,12,407.09,2023-09-30,Málaga
ORD-0004890,CUST-00018,PROD-034,9,719.73,2023-05-19,Bilbao
ORD-0004891,CUST-00709,PROD-015,6,576.37,2023-01-08,Valencia
ORD-0004892,CUST-00509,PROD-028,1,318.96,2024-08-08,Alicante
ORD-0004893,CUST-00697,PROD-016,14,178.86,2025-12-31,Valencia
ORD-0004894,CUST-00069,PROD-017,12,71.9,2023-04-23,Barcelona
ORD-0004895,CUST-00545,PROD-025,2,311.78,2025-02-09,Sevilla
ORD-0004896,CUST-00462,PROD-016,18,592.82,2024-03-12,Barcelona
ORD-0004897,CUST-00260,PROD-030,11,171.82,2025-10-21,Alicante
ORD-0004898,CUST-00307,PROD-020,1,192.04,2023-09-20,Sevilla
ORD-0004899,CUST-00289,PROD-007,6,916.73,2023-02-04,Bilbao
ORD-0004900,CUST-00802,PROD-033,8,839.1,2025-09-11,Barcelona
ORD-0004901,CUST-00551,PROD-048,14,313.54,2025-04-12,Alicante
ORD-0004902,CUST-00491,PROD-020,7,94.72,2023-07-15,Bilbao
ORD-0004903,CUST-00941,PROD-024,17,675.94,2023-06-06,Madrid
ORD-0004904,CUST-00145,PROD-023,12,199.62,2025-11-18,Zaragoza
ORD-0004905,CUST-00791,PROD-021,3,352.51,2025-12-30,Murcia
ORD-0004906,CUST-00795,PROD-035,6,695.29,2025-01-16,Alicante
ORD-0004907,CUST-00564,PROD-039,11,877.43,2024-11-02,Madrid
ORD-0004908,CUST-00829,PROD-037,10,707.35,2025-12-06,Barcelona
ORD-0004909,CUST-00939,PROD-011,13,333.64,2026-02-08,Murcia
ORD-0004910,CUST-00860,PROD-008,15,348.43,2025-02-10,Valencia
ORD-0004911,CUST-00221,PROD-035,4,589.65,2024-02-25,Sevilla
ORD-0004912,CUST-00546,PROD-049,3,549.99,2026-03-17,Madrid
ORD-0004913,CUST-00750,PROD-004,18,69.7,2024-02-06,Sevilla
ORD-0004914,CUST-00887,PROD-025,9,131.5,2024-01-23,Valencia
ORD-0004915,CUST-00320,PROD-011,20,876.91,2023-07-30,Alicante
ORD-0004916,CUST-00763,PROD-016,19,736.82,2023-04-17,Barcelona
ORD-0004917,CUST-00178,PROD-005,11,158.96,2025-11-20,Bilbao
ORD-0004918,CUST-00303,PROD-006,10,725.1,2023-06-28,Barcelona
ORD-0004919,CUST-00202,PROD-016,11,883.23,2023-06-21,Málaga
ORD-0004920,CUST-00372,PROD-013,3,324.12,2023-04-21,Madrid
ORD-0004921,CUST-00195,PROD-004,10,15.21,2024-09-21,Alicante
ORD-0004922,CUST-00546,PROD-006,2,618.55,2023-07-24,Zaragoza
ORD-0004923,CUST-00370,PROD-040,10,665.32,2026-01-29,Málaga
ORD-0004924,CUST-00328,PROD-030,14,241.19,2025-04-13,Sevilla
ORD-0004925,CUST-00334,PROD-020,18,743.27,2023-09-03,Valencia
ORD-0004926,CUST-00612,PROD-038,5,409.57,2023-07-21,Sevilla
ORD-0004927,CUST-00350,PROD-010,14,310.25,2023-04-23,Barcelona
ORD-0004928,CUST-00958,PROD-040,1,422.25,2023-07-30,Barcelona
ORD-0004929,CUST-00940,PROD-045,13,691.56,2025-02-22,Barcelona
ORD-0004930,CUST-00018,PROD-004,5,164.24,2025-12-14,Sevilla
ORD-0004931,CUST-00138,PROD-048,13,537.86,2023-09-10,Zaragoza
ORD-0004932,CUST-00845,PROD-033,5,688.57,2023-09-15,Alicante
ORD-0004933,CUST-00365,PROD-041,6,652.13,2025-04-03,Zaragoza
ORD-0004934,CUST-00856,PROD-040,13,954.82,2026-03-10,Madrid
ORD-0004935,CUST-00542,PROD-013,16,575.06,2024-07-08,Barcelona
ORD-0004936,CUST-00764,PROD-001,12,570.85,2023-01-23,Valencia
ORD-0004937,CUST-00678,PROD-041,16,133.86,2024-12-21,Valencia
ORD-0004938,CUST-00565,PROD-041,2,704.93,2025-07-22,Valencia
ORD-0004939,CUST-00150,PROD-002,15,913.3,2023-04-06,Sevilla
ORD-0004940,CUST-00573,PROD-022,5,257.82,2025-10-07,Bilbao
ORD-0004941,CUST-00570,PROD-030,5,612.0,2023-09-08,Barcelona
ORD-0004942,CUST-00303,PROD-022,2,334.52,2024-01-17,Murcia
ORD-0004943,CUST-00906,PROD-042,5,913.95,2023-02-17,Murcia
ORD-0004944,CUST-00410,PROD-002,2,291.59,2025-02-17,Madrid
ORD-0004945,CUST-00178,PROD-012,1,421.41,2024-06-20,Málaga
ORD-0004946,CUST-00868,PROD-020,9,453.89,2025-09-04,Zaragoza
ORD-0004947,CUST-00710,PROD-039,2,719.42,2024-11-29,Madrid
ORD-0004948,CUST-00264,PROD-006,19,507.53,2025-10-26,Zaragoza
ORD-0004949,CUST-00402,PROD-045,7,40.1,2024-06-15,Zaragoza
ORD-0004950,CUST-00338,PROD-041,14,806.22,2024-12-26,Bilbao
ORD-0004951,CUST-00528,PROD-036,17,511.11,2025-10-04,Murcia
ORD-0004952,CUST-00454,PROD-047,12,428.44,2025-02-19,Bilbao
ORD-0004953,CUST-00076,PROD-014,2,419.6,2025-03-08,Valencia
ORD-0004954,CUST-00907,PROD-009,3,992.32,2023-02-17,Bilbao
ORD-0004955,CUST-00570,PROD-025,9,484.58,2023-01-19,Sevilla
ORD-0004956,CUST-00682,PROD-049,3,754.89,2025-07-04,Madrid
ORD-0004957,CUST-00220,PROD-033,7,332.62,2023-02-04,Sevilla
ORD-0004958,CUST-00878,PROD-034,8,562.31,2024-10-22,Sevilla
ORD-0004959,CUST-00316,PROD-005,9,462.3,2023-09-07,Madrid
ORD-0004960,CUST-00981,PROD-024,10,443.29,2024-04-22,Murcia
ORD-0004961,CUST-00246,PROD-038,3,957.52,2025-01-04,Zaragoza
ORD-0004962,CUST-00486,PROD-014,19,334.72,2023-04-26,Bilbao
ORD-0004963,CUST-00130,PROD-043,16,12.79,2025-03-17,Murcia
ORD-0004964,CUST-00262,PROD-033,13,815.61,2025-11-24,Murcia
ORD-0004965,CUST-00767,PROD-050,11,383.09,2025-04-27,Valencia
ORD-0004966,CUST-00608,PROD-011,18,665.23,2025-01-22,Valencia
ORD-0004967,CUST-00539,PROD-011,1,761.33,2026-01-03,Barcelona
ORD-0004968,CUST-00540,PROD-014,8,376.65,2023-11-12,Madrid
ORD-0004969,CUST-00448,PROD-033,11,429.95,2025-11-19,Sevilla
ORD-0004970,CUST-00698,PROD-028,14,640.94,2025-09-20,Murcia
ORD-0004971,CUST-00019,PROD-040,9,327.32,2025-03-28,Murcia
ORD-0004972,CUST-00225,PROD-031,9,576.65,2024-07-04,Alicante
ORD-0004973,CUST-00343,PROD-010,8,360.62,2023-06-12,Bilbao
ORD-0004974,CUST-00084,PROD-031,12,685.25,2024-10-22,Málaga
ORD-0004975,CUST-00615,PROD-041,17,701.51,2023-11-21,Alicante
ORD-0004976,CUST-00282,PROD-035,9,91.55,2025-07-25,Barcelona
ORD-0004977,CUST-00723,PROD-041,17,388.84,2024-08-19,Valencia
ORD-0004978,CUST-00439,PROD-029,4,839.83,2024-10-23,Barcelona
ORD-0004979,CUST-00809,PROD-040,14,260.88,2025-10-06,Bilbao
ORD-0004980,CUST-00275,PROD-040,12,788.19,2025-04-12,Barcelona
ORD-0004981,CUST-00786,PROD-023,10,887.28,2025-06-11,Zaragoza
ORD-0004982,CUST-00452,PROD-034,8,935.68,2025-05-24,Madrid
ORD-0004983,CUST-00936,PROD-004,7,354.2,2026-03-04,Murcia
ORD-0004984,CUST-00838,PROD-012,4,399.02,2023-05-05,Bilbao
ORD-0004985,CUST-00858,PROD-003,11,577.72,2023-06-25,Valencia
ORD-0004986,CUST-00177,PROD-018,5,526.7,2023-10-24,Murcia
ORD-0004987,CUST-00811,PROD-048,10,773.42,2024-03-16,Valencia
ORD-0004988,CUST-00492,PROD-025,18,53.58,2025-04-20,Murcia
ORD-0004989,CUST-00785,PROD-017,2,955.13,2025-06-11,Murcia
ORD-0004990,CUST-00995,PROD-003,1,794.66,2024-07-16,Bilbao
ORD-0004991,CUST-00932,PROD-020,1,76.63,2026-02-07,Málaga
ORD-0004992,CUST-00892,PROD-015,8,377.85,2025-06-17,Murcia
ORD-0004993,CUST-00409,PROD-026,4,928.89,2025-09-22,Málaga
ORD-0004994,CUST-00268,PROD-018,1,348.32,2025-05-03,Valencia
ORD-0004995,CUST-00914,PROD-026,20,891.07,2023-03-25,Alicante
ORD-0004996,CUST-00877,PROD-018,5,498.29,2025-04-05,Madrid
ORD-0004997,CUST-00645,PROD-022,13,925.54,2024-02-27,Sevilla
ORD-0004998,CUST-00640,PROD-037,4,601.3,2023-05-09,Valencia
